Year,Company,Mkt_Share_Perc,CompanyType,,,,
2010,Alfa Mutual Group,0.38,Independent,,,,
2010,Allstate Corp,10.67,Captive,,,,
2010,American Access Casualty Co.,0.06,Independent,,,,
2010,American Family Insurance,2.59,Captive,,,,
2010,American National,0.29,Independent,,,,
2010,Amica,0.57,Direct,,,,
2010,AmTrust Financial,0.17,Independent,,,,
2010,Arbella Insurance,0.21,Independent,,,,
2010,AssuranceAmerica,0.07,Independent,,,,
2010,Auto Club Exchange,1.24,Direct,,,,
2010,Auto Club Insurance Association,0.89,Direct,,,,
2010,Auto-Owners Insurance,0.93,Independent,,,,
2010,Bear River Mutual Insurance Co,0.04,Captive,,,,
2010,Berkshire Hathaway Inc.,8.5,Direct,,,,
2010,California Casualty,0.14,Direct,,,,
2010,Central Insurance Companies,0.1,Independent,,,,
2010,Chubb,0.28,Independent,,,,
2010,Consumers County Mutual Ins Co,0.2,Independent,,,,
2010,COUNTRY Financial,0.59,Independent,,,,
2010,CSAA Insurance Exchange,1.16,Direct,,,,
2010,Donegal,0.14,Independent,,,,
2010,Elephant Insurance Co.,0,Direct,,,,
2010,Encova Insurance,0.13,Independent,,,,
2010,Erie Insurance,1.17,Independent,,,,
2010,Farm Bureau Financial Services,0.25,Independent,,,,
2010,Farm Bureau Mutl Ins Co. of ID,0.04,Independent,,,,
2010,Farmers Insurance,5.9,Captive,,,,
2010,Farmers Mutual Ins Co. of NE,0.05,Independent,,,,
2010,First Acceptance,0.09,Independent,,,,
2010,Frankenmuth Insurance,0.1,Independent,,,,
2010,Georgia Farm Bureau,0.13,Independent,,,,
2010,Germania Insurance,0.07,Independent,,,,
2010,GoAuto Insurance Co.,0,Independent,,,,
2010,Grange Insurance,0.39,Independent,,,,
2010,Grinnell Mutual,0.08,Independent,,,,
2010,Home State Insurance Grp Inc.,0.26,Independent,,,,
2010,Horace Mann,0.22,Independent,,,,
2010,IMT,0.04,Independent,,,,
2010,Indiana Farm Bureau,0.14,Independent,,,,
2010,Kemper,1.32,Direct,,,,
2010,Kentucky Farm Bureau,0.28,Independent,,,,
2010,Liberty Mutual,4.49,Independent,,,,
2010,Loya Insurance,0.24,Captive,,,,
2010,MAPFRE,0.86,Independent,,,,
2010,Markel,0.1,Independent,,,,
2010,Mercury Insurance,1.28,Independent,,,,
2010,MetLife,1.22,Independent,,,,
2010,MGA Insurance Co.,0.09,Independent,,,,
2010,Michigan Farm Bureau,0.15,Independent,,,,
2010,Mutual of Enumclaw,0.09,Independent,,,,
2010,National General Holdings Corp,1.04,Direct,,,,
2010,Nationwide,4.29,Captive,,,,
2010,NJM Insurance,0.5,Direct,,,,
2010,Nodak Mutual Group Inc.,0.04,Independent,,,,
2010,North Carolina Farm Bureau Insurance,0.26,Independent,,,,
2010,North Star Mutual Insurance Co,0.03,Independent,,,,
2010,NYCM Insurance,0.18,Independent,,,,
2010,Ocean Harbor Insurance,0.05,Independent,,,,
2010,Ohio Mutual Insurance Group,0.05,Independent,,,,
2010,Old American,0.3,Independent,,,,
2010,Pekin Insurance,0.11,Independent,,,,
2010,PEMCO Mutual Insurance Co.,0.09,Independent,,,,
2010,Penn National Insurance,0.09,Independent,,,,
2010,Pioneer State Mutual Ins Co.,0.06,Independent,,,,
2010,Plymouth Rock Co.,0.18,Independent,,,,
2010,Plymouth Rock of New Jersey,0.42,Independent,,,,
2010,Progressive,7.7,Direct,,,,
2010,Quincy Mutual,0.06,Independent,,,,
2010,Redpoint County Mutual Ins Co.,0.02,Independent,,,,
2010,Root Insurance Co.,0,Direct,,,,
2010,Safe Auto Insurance Group,0.2,Independent,,,,
2010,Safety Insurance,0.25,Independent,,,,
2010,Safeway Insurance,0.12,Independent,,,,
2010,Selective,0.09,Independent,,,,
2010,Sentry,0.52,Independent,,,,
2010,Shelter Insurance,0.4,Independent,,,,
2010,Southern Farm Bureau Casualty,0.42,Independent,,,,
2010,State Auto,0.37,Independent,,,,
2010,State Farm,18.65,Captive,,,,
2010,Tennessee Farmers Insurance Companies,0.32,Independent,,,,
2010,Texas Farm Bureau Insurance,0.29,Captive,,,,
2010,The Cincinnati Insurance Cos.,0.21,Independent,,,,
2010,The Hanover Insurance Group,0.6,Independent,,,,
2010,The Hartford,1.51,Independent,,,,
2010,Tiptree Inc.,0.04,Independent,,,,
2010,Tokio Marine,0.06,Independent,,,,
2010,Travelers,2.1,Independent,,,,
2010,United Automobile Insurance Co,0.14,Independent,,,,
2010,Universal Group Inc.,0.09,Independent,,,,
2010,USAA,4.36,Direct,,,,
2010,Utica National Insurance Group,0.07,Independent,,,,
2010,VA Farm Bureau Federation,0.07,Independent,,,,
2010,Wawanesa General Insurance Co.,0.14,Independent,,,,
2010,West Bend Mutual Insurance Co.,0.08,Independent,,,,
2010,Western National Insurance,0.08,Independent,,,,
2010,Westfield Insurance,0.19,Independent,,,,
2011,ACCC Insurance Co.,0.08,Independent,,,,
2011,ACUITY A Mutual Insurance Co.,0.09,Independent,,,,
2011,Agency Insurance Co. of MD Inc,0.03,Independent,,,,
2011,AIG,0.58,Independent,,,,
2011,Alfa Mutual Group,0.39,Independent,,,,
2011,Allstate Corp,10.31,Captive,,,,
2011,American Access Casualty Co.,0.07,Independent,,,,
2011,American Family Insurance,2.46,Captive,,,,
2011,American National,0.27,Independent,,,,
2011,Amica,0.59,Direct,,,,
2011,AmTrust Financial,0.15,Independent,,,,
2011,Arbella Insurance,0.22,Independent,,,,
2011,AssuranceAmerica,0.06,Independent,,,,
2011,Auto Club Exchange,1.25,Direct,,,,
2011,Auto Club Insurance Association,0.92,Direct,,,,
2011,Auto-Owners Insurance,0.99,Independent,,,,
2011,Bear River Mutual Insurance Co,0.04,Captive,,,,
2011,Berkshire Hathaway Inc.,9.07,Direct,,,,
2011,California Casualty,0.14,Direct,,,,
2011,Central Insurance Companies,0.1,Independent,,,,
2011,Chubb,0.3,Independent,,,,
2011,Consumers County Mutual Ins Co,0.19,Independent,,,,
2011,COUNTRY Financial,0.58,Independent,,,,
2011,CSAA Insurance Exchange,1.15,Direct,,,,
2011,Donegal,0.14,Independent,,,,
2011,Elephant Insurance Co.,0.01,Direct,,,,
2011,Encova Insurance,0.12,Independent,,,,
2011,Erie Insurance,1.18,Independent,,,,
2011,Farm Bureau Financial Services,0.25,Independent,,,,
2011,Farm Bureau Mutl Ins Co. of ID,0.04,Independent,,,,
2011,Farmers Insurance,5.88,Captive,,,,
2011,Farmers Mutual Ins Co. of NE,0.05,Independent,,,,
2011,First Acceptance,0.09,Independent,,,,
2011,Frankenmuth Insurance,0.11,Independent,,,,
2011,Georgia Farm Bureau,0.11,Independent,,,,
2011,Germania Insurance,0.07,Independent,,,,
2011,GoAuto Insurance Co.,0,Independent,,,,
2011,Grange Insurance,0.33,Independent,,,,
2011,Grinnell Mutual,0.08,Independent,,,,
2011,Home State Insurance Grp Inc.,0.29,Independent,,,,
2011,Horace Mann,0.21,Independent,,,,
2011,IMT,0.04,Independent,,,,
2011,Indiana Farm Bureau,0.14,Independent,,,,
2011,Kemper,1.33,Direct,,,,
2011,Kentucky Farm Bureau,0.28,Independent,,,,
2011,Liberty Mutual,4.55,Independent,,,,
2011,Loya Insurance,0.24,Captive,,,,
2011,MAPFRE,0.89,Independent,,,,
2011,Markel,0.11,Independent,,,,
2011,Mercury Insurance,1.25,Independent,,,,
2011,MetLife,1.21,Independent,,,,
2011,MGA Insurance Co.,0.1,Independent,,,,
2011,Michigan Farm Bureau,0.16,Independent,,,,
2011,Mutual of Enumclaw,0.08,Independent,,,,
2011,National General Holdings Corp,1.06,Direct,,,,
2011,Nationwide,4.13,Captive,,,,
2011,NJM Insurance,0.52,Direct,,,,
2011,Nodak Mutual Group Inc.,0.03,Independent,,,,
2011,North Carolina Farm Bureau Insurance,0.26,Independent,,,,
2011,North Star Mutual Insurance Co,0.04,Independent,,,,
2011,NYCM Insurance,0.17,Independent,,,,
2011,Ocean Harbor Insurance,0.06,Independent,,,,
2011,Ohio Mutual Insurance Group,0.05,Independent,,,,
2011,Old American,0.28,Independent,,,,
2011,Pekin Insurance,0.1,Independent,,,,
2011,PEMCO Mutual Insurance Co.,0.13,Independent,,,,
2011,Penn National Insurance,0.09,Independent,,,,
2011,Pioneer State Mutual Ins Co.,0.06,Independent,,,,
2011,Plymouth Rock Co.,0.16,Independent,,,,
2011,Plymouth Rock of New Jersey,0.37,Independent,,,,
2011,Progressive,7.93,Direct,,,,
2011,Quincy Mutual,0.06,Independent,,,,
2011,Redpoint County Mutual Ins Co.,0.02,Independent,,,,
2011,Root Insurance Co.,0,Direct,,,,
2011,Safe Auto Insurance Group,0.17,Independent,,,,
2011,Safety Insurance,0.26,Independent,,,,
2011,Safeway Insurance,0.12,Independent,,,,
2011,Selective,0.09,Independent,,,,
2011,Sentry,0.51,Independent,,,,
2011,Shelter Insurance,0.41,Independent,,,,
2011,Southern Farm Bureau Casualty,0.42,Independent,,,,
2011,State Auto,0.36,Independent,,,,
2011,State Farm,18.61,Captive,,,,
2011,Tennessee Farmers Insurance Companies,0.33,Independent,,,,
2011,Texas Farm Bureau Insurance,0.3,Captive,,,,
2011,The Cincinnati Insurance Cos.,0.23,Independent,,,,
2011,The Hanover Insurance Group,0.58,Independent,,,,
2011,The Hartford,1.39,Independent,,,,
2011,Tiptree Inc.,0.04,Independent,,,,
2011,Tokio Marine,0.07,Independent,,,,
2011,Travelers,2.08,Independent,,,,
2011,United Automobile Insurance Co,0.15,Independent,,,,
2011,Universal Group Inc.,0.08,Independent,,,,
2011,USAA,4.6,Direct,,,,
2011,Utica National Insurance Group,0.08,Independent,,,,
2011,VA Farm Bureau Federation,0.07,Independent,,,,
2011,Wawanesa General Insurance Co.,0.16,Independent,,,,
2011,West Bend Mutual Insurance Co.,0.08,Independent,,,,
2011,Western National Insurance,0.09,Independent,,,,
2011,Westfield Insurance,0.19,Independent,,,,
2012,ACCC Insurance Co.,0.1,Independent,,,,
2012,ACUITY A Mutual Insurance Co.,0.09,Independent,,,,
2012,Agency Insurance Co. of MD Inc,0.04,Independent,,,,
2012,AIG,0.51,Independent,,,,
2012,Alfa Mutual Group,0.39,Independent,,,,
2012,Allstate Corp,10,Captive,,,,
2012,American Access Casualty Co.,0.08,Independent,,,,
2012,American Family Insurance,2.37,Captive,,,,
2012,American National,0.24,Independent,,,,
2012,Amica,0.6,Direct,,,,
2012,AmTrust Financial,0.14,Independent,,,,
2012,Arbella Insurance,0.22,Independent,,,,
2012,AssuranceAmerica,0.05,Independent,,,,
2012,Auto Club Exchange,1.24,Direct,,,,
2012,Auto Club Insurance Association,0.93,Direct,,,,
2012,Auto-Owners Insurance,1.01,Independent,,,,
2012,Bear River Mutual Insurance Co,0.04,Captive,,,,
2012,Berkshire Hathaway Inc.,9.58,Direct,,,,
2012,California Casualty,0.13,Direct,,,,
2012,Central Insurance Companies,0.09,Independent,,,,
2012,Chubb,0.3,Independent,,,,
2012,Consumers County Mutual Ins Co,0.16,Independent,,,,
2012,COUNTRY Financial,0.55,Independent,,,,
2012,CSAA Insurance Exchange,1.12,Direct,,,,
2012,Donegal,0.14,Independent,,,,
2012,Elephant Insurance Co.,0.03,Direct,,,,
2012,Encova Insurance,0.11,Independent,,,,
2012,Erie Insurance,1.19,Independent,,,,
2012,Farm Bureau Financial Services,0.25,Independent,,,,
2012,Farm Bureau Mutl Ins Co. of ID,0.04,Independent,,,,
2012,Farmers Insurance,5.85,Captive,,,,
2012,Farmers Mutual Ins Co. of NE,0.05,Independent,,,,
2012,First Acceptance,0.1,Independent,,,,
2012,Frankenmuth Insurance,0.1,Independent,,,,
2012,Georgia Farm Bureau,0.1,Independent,,,,
2012,Germania Insurance,0.08,Independent,,,,
2012,GoAuto Insurance Co.,0.01,Independent,,,,
2012,Grange Insurance,0.31,Independent,,,,
2012,Grinnell Mutual,0.08,Independent,,,,
2012,Home State Insurance Grp Inc.,0.3,Independent,,,,
2012,Horace Mann,0.21,Independent,,,,
2012,IMT,0.04,Independent,,,,
2012,Indiana Farm Bureau,0.14,Independent,,,,
2012,Kemper,1.36,Direct,,,,
2012,Kentucky Farm Bureau,0.27,Independent,,,,
2012,Liberty Mutual,4.74,Independent,,,,
2012,Loya Insurance,0.25,Captive,,,,
2012,MAPFRE,0.82,Independent,,,,
2012,Markel,0.11,Independent,,,,
2012,Mercury Insurance,1.23,Independent,,,,
2012,MetLife,1.2,Independent,,,,
2012,MGA Insurance Co.,0.11,Independent,,,,
2012,Michigan Farm Bureau,0.17,Independent,,,,
2012,Mutual of Enumclaw,0.08,Independent,,,,
2012,National General Holdings Corp,1.11,Direct,,,,
2012,Nationwide,4.08,Captive,,,,
2012,NJM Insurance,0.52,Direct,,,,
2012,Nodak Mutual Group Inc.,0.04,Independent,,,,
2012,North Carolina Farm Bureau Insurance,0.26,Independent,,,,
2012,North Star Mutual Insurance Co,0.04,Independent,,,,
2012,NYCM Insurance,0.17,Independent,,,,
2012,Ocean Harbor Insurance,0.08,Independent,,,,
2012,Ohio Mutual Insurance Group,0.04,Independent,,,,
2012,Old American,0.28,Independent,,,,
2012,Pekin Insurance,0.1,Independent,,,,
2012,PEMCO Mutual Insurance Co.,0.13,Independent,,,,
2012,Penn National Insurance,0.1,Independent,,,,
2012,Pioneer State Mutual Ins Co.,0.07,Independent,,,,
2012,Plymouth Rock Co.,0.19,Independent,,,,
2012,Plymouth Rock of New Jersey,0.34,Independent,,,,
2012,Progressive,8.26,Direct,,,,
2012,Quincy Mutual,0.06,Independent,,,,
2012,Redpoint County Mutual Ins Co.,0.02,Independent,,,,
2012,Root Insurance Co.,0,Direct,,,,
2012,Safe Auto Insurance Group,0.16,Independent,,,,
2012,Safety Insurance,0.26,Independent,,,,
2012,Safeway Insurance,0.13,Independent,,,,
2012,Selective,0.09,Independent,,,,
2012,Sentry,0.5,Independent,,,,
2012,Shelter Insurance,0.4,Independent,,,,
2012,Southern Farm Bureau Casualty,0.41,Independent,,,,
2012,State Auto,0.34,Independent,,,,
2012,State Farm,18.36,Captive,,,,
2012,Tennessee Farmers Insurance Companies,0.33,Independent,,,,
2012,Texas Farm Bureau Insurance,0.3,Captive,,,,
2012,The Cincinnati Insurance Cos.,0.25,Independent,,,,
2012,The Hanover Insurance Group,0.58,Independent,,,,
2012,The Hartford,1.32,Independent,,,,
2012,Tiptree Inc.,0.04,Independent,,,,
2012,Tokio Marine,0.07,Independent,,,,
2012,Travelers,1.94,Independent,,,,
2012,United Automobile Insurance Co,0.14,Independent,,,,
2012,Universal Group Inc.,0.07,Independent,,,,
2012,USAA,4.83,Direct,,,,
2012,Utica National Insurance Group,0.07,Independent,,,,
2012,VA Farm Bureau Federation,0.07,Independent,,,,
2012,Wawanesa General Insurance Co.,0.17,Independent,,,,
2012,West Bend Mutual Insurance Co.,0.08,Independent,,,,
2012,Western National Insurance,0.1,Independent,,,,
2012,Westfield Insurance,0.19,Independent,,,,
2013,ACCC Insurance Co.,0.16,Independent,,,,
2013,ACUITY A Mutual Insurance Co.,0.09,Independent,,,,
2013,Agency Insurance Co. of MD Inc,0.04,Independent,,,,
2013,AIG,0.09,Independent,,,,
2013,Alfa Mutual Group,0.4,Independent,,,,
2013,Allstate Corp,9.93,Captive,,,,
2013,American Access Casualty Co.,0.1,Independent,,,,
2013,American Family Insurance,2.35,Captive,,,,
2013,American National,0.23,Independent,,,,
2013,Amica,0.59,Direct,,,,
2013,AmTrust Financial,0.14,Independent,,,,
2013,Arbella Insurance,0.22,Independent,,,,
2013,AssuranceAmerica,0.05,Independent,,,,
2013,Auto Club Exchange,1.23,Direct,,,,
2013,Auto Club Insurance Association,0.93,Direct,,,,
2013,Auto-Owners Insurance,1.01,Independent,,,,
2013,Bear River Mutual Insurance Co,0.04,Captive,,,,
2013,Berkshire Hathaway Inc.,10.24,Direct,,,,
2013,California Casualty,0.13,Direct,,,,
2013,Central Insurance Companies,0.09,Independent,,,,
2013,Chubb,0.31,Independent,,,,
2013,Consumers County Mutual Ins Co,0.12,Independent,,,,
2013,COUNTRY Financial,0.53,Independent,,,,
2013,CSAA Insurance Exchange,1.1,Direct,,,,
2013,Donegal,0.14,Independent,,,,
2013,Elephant Insurance Co.,0.03,Direct,,,,
2013,Encova Insurance,0.11,Independent,,,,
2013,Erie Insurance,1.22,Independent,,,,
2013,Farm Bureau Financial Services,0.25,Independent,,,,
2013,Farm Bureau Mutl Ins Co. of ID,0.04,Independent,,,,
2013,Farmers Insurance,5.41,Captive,,,,
2013,Farmers Mutual Ins Co. of NE,0.05,Independent,,,,
2013,First Acceptance,0.1,Independent,,,,
2013,Frankenmuth Insurance,0.1,Independent,,,,
2013,Georgia Farm Bureau,0.1,Independent,,,,
2013,Germania Insurance,0.08,Independent,,,,
2013,GoAuto Insurance Co.,0.03,Independent,,,,
2013,Grange Insurance,0.31,Independent,,,,
2013,Grinnell Mutual,0.08,Independent,,,,
2013,Home State Insurance Grp Inc.,0.33,Independent,,,,
2013,Horace Mann,0.21,Independent,,,,
2013,IMT,0.05,Independent,,,,
2013,Indiana Farm Bureau,0.14,Independent,,,,
2013,Kemper,1.32,Direct,,,,
2013,Kentucky Farm Bureau,0.26,Independent,,,,
2013,Liberty Mutual,4.98,Independent,,,,
2013,Loya Insurance,0.25,Captive,,,,
2013,MAPFRE,0.81,Independent,,,,
2013,Markel,0.1,Independent,,,,
2013,Mercury Insurance,1.19,Independent,,,,
2013,MetLife,1.21,Independent,,,,
2013,MGA Insurance Co.,0.11,Independent,,,,
2013,Michigan Farm Bureau,0.18,Independent,,,,
2013,Mutual of Enumclaw,0.08,Independent,,,,
2013,National General Holdings Corp,1.07,Direct,,,,
2013,Nationwide,4,Captive,,,,
2013,NJM Insurance,0.52,Direct,,,,
2013,Nodak Mutual Group Inc.,0.04,Independent,,,,
2013,North Carolina Farm Bureau Insurance,0.25,Independent,,,,
2013,North Star Mutual Insurance Co,0.05,Independent,,,,
2013,NYCM Insurance,0.16,Independent,,,,
2013,Ocean Harbor Insurance,0.07,Independent,,,,
2013,Ohio Mutual Insurance Group,0.04,Independent,,,,
2013,Old American,0.25,Independent,,,,
2013,Pekin Insurance,0.11,Independent,,,,
2013,PEMCO Mutual Insurance Co.,0.14,Independent,,,,
2013,Penn National Insurance,0.1,Independent,,,,
2013,Pioneer State Mutual Ins Co.,0.07,Independent,,,,
2013,Plymouth Rock Co.,0.21,Independent,,,,
2013,Plymouth Rock of New Jersey,0.32,Independent,,,,
2013,Progressive,8.45,Direct,,,,
2013,Quincy Mutual,0.06,Independent,,,,
2013,Redpoint County Mutual Ins Co.,0.02,Independent,,,,
2013,Root Insurance Co.,0,Direct,,,,
2013,Safe Auto Insurance Group,0.16,Independent,,,,
2013,Safety Insurance,0.26,Independent,,,,
2013,Safeway Insurance,0.15,Independent,,,,
2013,Selective,0.08,Independent,,,,
2013,Sentry,0.49,Independent,,,,
2013,Shelter Insurance,0.39,Independent,,,,
2013,Southern Farm Bureau Casualty,0.41,Independent,,,,
2013,State Auto,0.33,Independent,,,,
2013,State Farm,18.48,Captive,,,,
2013,Tennessee Farmers Insurance Companies,0.32,Independent,,,,
2013,Texas Farm Bureau Insurance,0.31,Captive,,,,
2013,The Cincinnati Insurance Cos.,0.26,Independent,,,,
2013,The Hanover Insurance Group,0.53,Independent,,,,
2013,The Hartford,1.29,Independent,,,,
2013,Tiptree Inc.,0.05,Independent,,,,
2013,Tokio Marine,0.08,Independent,,,,
2013,Travelers,1.75,Independent,,,,
2013,United Automobile Insurance Co,0.13,Independent,,,,
2013,Universal Group Inc.,0.07,Independent,,,,
2013,USAA,5.04,Direct,,,,
2013,Utica National Insurance Group,0.07,Independent,,,,
2013,VA Farm Bureau Federation,0.07,Independent,,,,
2013,Wawanesa General Insurance Co.,0.17,Independent,,,,
2013,West Bend Mutual Insurance Co.,0.08,Independent,,,,
2013,Western National Insurance,0.1,Independent,,,,
2013,Westfield Insurance,0.18,Independent,,,,
2014,ACCC Insurance Co.,0.18,Independent,,,,
2014,ACUITY A Mutual Insurance Co.,0.09,Independent,,,,
2014,Agency Insurance Co. of MD Inc,0.03,Independent,,,,
2014,AIG,0.07,Independent,,,,
2014,Alfa Mutual Group,0.39,Independent,,,,
2014,Allstate Corp,9.97,Captive,,,,
2014,American Access Casualty Co.,0.11,Independent,,,,
2014,American Family Insurance,2.31,Captive,,,,
2014,American National,0.22,Independent,,,,
2014,Amica,0.58,Direct,,,,
2014,AmTrust Financial,0.14,Independent,,,,
2014,Arbella Insurance,0.22,Independent,,,,
2014,AssuranceAmerica,0.04,Independent,,,,
2014,Auto Club Exchange,1.22,Direct,,,,
2014,Auto Club Insurance Association,0.89,Direct,,,,
2014,Auto-Owners Insurance,1.01,Independent,,,,
2014,Bear River Mutual Insurance Co,0.04,Captive,,,,
2014,Berkshire Hathaway Inc.,10.77,Direct,,,,
2014,California Casualty,0.13,Direct,,,,
2014,Central Insurance Companies,0.09,Independent,,,,
2014,Chubb,0.31,Independent,,,,
2014,Consumers County Mutual Ins Co,0.14,Independent,,,,
2014,COUNTRY Financial,0.52,Independent,,,,
2014,CSAA Insurance Exchange,1.14,Direct,,,,
2014,Donegal,0.13,Independent,,,,
2014,Elephant Insurance Co.,0.05,Direct,,,,
2014,Encova Insurance,0.11,Independent,,,,
2014,Erie Insurance,1.24,Independent,,,,
2014,Farm Bureau Financial Services,0.24,Independent,,,,
2014,Farm Bureau Mutl Ins Co. of ID,0.04,Independent,,,,
2014,Farmers Insurance,5.07,Captive,,,,
2014,Farmers Mutual Ins Co. of NE,0.06,Independent,,,,
2014,First Acceptance,0.1,Independent,,,,
2014,Frankenmuth Insurance,0.1,Independent,,,,
2014,Georgia Farm Bureau,0.11,Independent,,,,
2014,Germania Insurance,0.08,Independent,,,,
2014,GoAuto Insurance Co.,0.03,Independent,,,,
2014,Grange Insurance,0.31,Independent,,,,
2014,Grinnell Mutual,0.08,Independent,,,,
2014,Home State Insurance Grp Inc.,0.35,Independent,,,,
2014,Horace Mann,0.2,Independent,,,,
2014,IMT,0.05,Independent,,,,
2014,Indiana Farm Bureau,0.13,Independent,,,,
2014,Kemper,1.24,Direct,,,,
2014,Kentucky Farm Bureau,0.24,Independent,,,,
2014,Liberty Mutual,4.99,Independent,,,,
2014,Loya Insurance,0.25,Captive,,,,
2014,MAPFRE,0.78,Independent,,,,
2014,Markel,0.1,Independent,,,,
2014,Mercury Insurance,1.17,Independent,,,,
2014,MetLife,1.19,Independent,,,,
2014,MGA Insurance Co.,0.11,Independent,,,,
2014,Michigan Farm Bureau,0.19,Independent,,,,
2014,Mutual of Enumclaw,0.08,Independent,,,,
2014,National General Holdings Corp,1.04,Direct,,,,
2014,Nationwide,3.85,Captive,,,,
2014,NJM Insurance,0.5,Direct,,,,
2014,Nodak Mutual Group Inc.,0.04,Independent,,,,
2014,North Carolina Farm Bureau Insurance,0.24,Independent,,,,
2014,North Star Mutual Insurance Co,0.05,Independent,,,,
2014,NYCM Insurance,0.15,Independent,,,,
2014,Ocean Harbor Insurance,0.07,Independent,,,,
2014,Ohio Mutual Insurance Group,0.04,Independent,,,,
2014,Old American,0.2,Independent,,,,
2014,Pekin Insurance,0.11,Independent,,,,
2014,PEMCO Mutual Insurance Co.,0.14,Independent,,,,
2014,Penn National Insurance,0.1,Independent,,,,
2014,Pioneer State Mutual Ins Co.,0.06,Independent,,,,
2014,Plymouth Rock Co.,0.21,Independent,,,,
2014,Plymouth Rock of New Jersey,0.31,Independent,,,,
2014,Progressive,8.69,Direct,,,,
2014,Quincy Mutual,0.06,Independent,,,,
2014,Redpoint County Mutual Ins Co.,0.02,Independent,,,,
2014,Root Insurance Co.,0,Direct,,,,
2014,Safe Auto Insurance Group,0.16,Independent,,,,
2014,Safety Insurance,0.25,Independent,,,,
2014,Safeway Insurance,0.16,Independent,,,,
2014,Selective,0.08,Independent,,,,
2014,Sentry,0.42,Independent,,,,
2014,Shelter Insurance,0.39,Independent,,,,
2014,Southern Farm Bureau Casualty,0.4,Independent,,,,
2014,State Auto,0.29,Independent,,,,
2014,State Farm,18.67,Captive,,,,
2014,Tennessee Farmers Insurance Companies,0.31,Independent,,,,
2014,Texas Farm Bureau Insurance,0.32,Captive,,,,
2014,The Cincinnati Insurance Cos.,0.26,Independent,,,,
2014,The Hanover Insurance Group,0.5,Independent,,,,
2014,The Hartford,1.27,Independent,,,,
2014,Tiptree Inc.,0.06,Independent,,,,
2014,Tokio Marine,0.1,Independent,,,,
2014,Travelers,1.65,Independent,,,,
2014,United Automobile Insurance Co,0.12,Independent,,,,
2014,Universal Group Inc.,0.08,Independent,,,,
2014,USAA,5.16,Direct,,,,
2014,Utica National Insurance Group,0.08,Independent,,,,
2014,VA Farm Bureau Federation,0.06,Independent,,,,
2014,Wawanesa General Insurance Co.,0.17,Independent,,,,
2014,West Bend Mutual Insurance Co.,0.09,Independent,,,,
2014,Western National Insurance,0.09,Independent,,,,
2014,Westfield Insurance,0.18,Independent,,,,
2015,ACCC Insurance Co.,0.18,Independent,,,,
2015,ACUITY A Mutual Insurance Co.,0.1,Independent,,,,
2015,Agency Insurance Co. of MD Inc,0.04,Independent,,,,
2015,AIG,0.14,Independent,,,,
2015,Alfa Mutual Group,0.37,Independent,,,,
2015,Allstate Corp,10.02,Captive,,,,
2015,American Access Casualty Co.,0.12,Independent,,,,
2015,American Family Insurance,2.3,Captive,,,,
2015,American National,0.21,Independent,,,,
2015,Amica,0.57,Direct,,,,
2015,AmTrust Financial,0.14,Independent,,,,
2015,Arbella Insurance,0.23,Independent,,,,
2015,AssuranceAmerica,0.04,Independent,,,,
2015,Auto Club Exchange,1.22,Direct,,,,
2015,Auto Club Insurance Association,0.87,Direct,,,,
2015,Auto-Owners Insurance,0.99,Independent,,,,
2015,Bear River Mutual Insurance Co,0.04,Captive,,,,
2015,Berkshire Hathaway Inc.,11.41,Direct,,,,
2015,California Casualty,0.13,Direct,,,,
2015,Central Insurance Companies,0.09,Independent,,,,
2015,Chubb,0.32,Independent,,,,
2015,Consumers County Mutual Ins Co,0.17,Independent,,,,
2015,COUNTRY Financial,0.49,Independent,,,,
2015,CSAA Insurance Exchange,1.15,Direct,,,,
2015,Donegal,0.13,Independent,,,,
2015,Elephant Insurance Co.,0.07,Direct,,,,
2015,Encova Insurance,0.09,Independent,,,,
2015,Erie Insurance,1.26,Independent,,,,
2015,Farm Bureau Financial Services,0.24,Independent,,,,
2015,Farm Bureau Mutl Ins Co. of ID,0.04,Independent,,,,
2015,Farmers Insurance,4.98,Captive,,,,
2015,Farmers Mutual Ins Co. of NE,0.06,Independent,,,,
2015,First Acceptance,0.12,Independent,,,,
2015,Frankenmuth Insurance,0.09,Independent,,,,
2015,Georgia Farm Bureau,0.11,Independent,,,,
2015,Germania Insurance,0.08,Independent,,,,
2015,GoAuto Insurance Co.,0.04,Independent,,,,
2015,Grange Insurance,0.3,Independent,,,,
2015,Grinnell Mutual,0.08,Independent,,,,
2015,Home State Insurance Grp Inc.,0.39,Independent,,,,
2015,Horace Mann,0.2,Independent,,,,
2015,IMT,0.05,Independent,,,,
2015,Indiana Farm Bureau,0.12,Independent,,,,
2015,Kemper,1.21,Direct,,,,
2015,Kentucky Farm Bureau,0.24,Independent,,,,
2015,Liberty Mutual,4.98,Independent,,,,
2015,Loya Insurance,0.27,Captive,,,,
2015,MAPFRE,0.79,Independent,,,,
2015,Markel,0.18,Independent,,,,
2015,Mercury Insurance,1.16,Independent,,,,
2015,MetLife,1.15,Independent,,,,
2015,MGA Insurance Co.,0.11,Independent,,,,
2015,Michigan Farm Bureau,0.18,Independent,,,,
2015,Mutual of Enumclaw,0.08,Independent,,,,
2015,National General Holdings Corp,1.02,Direct,,,,
2015,Nationwide,3.74,Captive,,,,
2015,NJM Insurance,0.46,Direct,,,,
